experiment,model,family,algorithm,seed_index,episode_k,instant_regret,cumulative_regret,welfare,source
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,2,15,0.35,9.500601206,2.23,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,2,16,0.35,9.850601206,2.23,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,2,17,0.35,10.20060121,2.23,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,2,18,0.35,10.55060121,2.23,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,2,19,0.35,10.90060121,2.23,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,2,20,0.35,11.25060121,2.23,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,1,0,0,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,2,0,0,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,3,0,0,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,4,0,0,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,5,0,0,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,6,0,0,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,7,0,0,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,8,0.48,0.48,2.46,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,9,0,0.48,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,10,0.48,0.96,2.46,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,11,0.48,1.44,2.46,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,12,0.48,1.92,2.46,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,13,0.48,2.4,2.46,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,14,0,2.4,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,15,0.48,2.88,2.46,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,16,0.48,3.36,2.46,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,17,0.48,3.84,2.46,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,18,0,3.84,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,19,0,3.84,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,3,20,0.48,4.32,2.46,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,1,0,0,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,2,0,0,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,3,0,0,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,4,0,0,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,5,0,0,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,6,0,0,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,7,0.51,0.51,2.43,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,8,0,0.51,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,9,0.51,1.02,2.43,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,10,0,1.02,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,11,0.51,1.53,2.43,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,12,0.51,2.04,2.43,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,13,0.51,2.55,2.43,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,14,0,2.55,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,15,0.51,3.06,2.43,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,16,0,3.06,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,17,0.51,3.57,2.43,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,18,0.51,4.08,2.43,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,19,0.51,4.59,2.43,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Prompted LLM,llm_belief,4,20,0,4.59,2.94,results/cloudgpt/E2_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,1,0.02,0.02,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,2,0.02,0.04,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,3,0.02,0.06,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,4,0.02,0.08,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,5,0.02,0.1,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,6,0.02,0.12,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,7,0.02,0.14,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,8,0.02,0.16,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,9,0.02,0.18,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,10,0.02,0.2,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,11,0.02,0.22,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,12,0.02,0.24,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,13,0.02,0.26,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,14,0.02,0.28,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,15,0.02,0.3,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,16,0.02,0.32,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,17,0.02,0.34,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,18,0.02,0.36,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,19,0.02,0.38,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,0,20,0.02,0.4,2.94,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,1,0.42,0.42,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,2,0.42,0.84,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,3,0.42,1.26,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,4,0.42,1.68,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,5,0.42,2.1,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,6,0.42,2.52,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,7,0.42,2.94,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,8,0.42,3.36,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,9,0.42,3.78,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,10,0.42,4.2,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,11,0.42,4.62,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,12,0.42,5.04,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,13,0.42,5.46,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,14,0.42,5.88,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,15,0.42,6.3,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,16,0.42,6.72,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,17,0.42,7.14,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,18,0.42,7.56,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,19,0.42,7.98,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,1,20,0.42,8.4,2.08,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,1,0.58,0.58,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,2,0.58,1.16,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,3,0.58,1.74,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,4,0.58,2.32,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,5,0.58,2.9,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,6,0.58,3.48,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,7,0.58,4.06,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,8,0.58,4.64,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,9,0.58,5.22,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,10,0.58,5.8,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,11,0.58,6.38,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,12,0.58,6.96,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,13,0.58,7.54,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,14,0.58,8.12,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,15,0.58,8.7,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,16,0.58,9.28,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,17,0.58,9.86,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,18,0.58,10.44,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,19,0.58,11.02,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,2,20,0.58,11.6,2.04,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,1,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,2,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,3,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,4,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,5,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,6,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,7,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,8,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,9,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,10,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,11,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,12,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,13,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,14,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,15,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,16,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,17,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,18,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,19,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,3,20,0,0,2.95,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,4,1,0,0,2.92,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,4,2,0,0,2.92,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,4,3,0,0,2.92,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,4,4,0,0,2.92,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,External LLM,atom_tom0,4,5,0,0,2.92,results/cloudgpt/E2_external_llm_baselines_gpt_5_4_nano_20260317_c19_K20_s5.npz
